From	To	Species	Gene Name
2222	ENSG00000284967	Homo sapiens	farnesyl-diphosphate farnesyltransferase 1(FDFT1)
57665	ENSG00000240857	Homo sapiens	retinol dehydrogenase 14(RDH14)
953	ENSG00000138185	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 1(ENTPD1)
1375	ENSG00000205560	Homo sapiens	carnitine palmitoyltransferase 1B(CPT1B)
6821	ENSG00000139531	Homo sapiens	sulfite oxidase(SUOX)
954	ENSG00000054179	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 2(ENTPD2)
3795	ENSG00000138030	Homo sapiens	ketohexokinase(KHK)
5973	ENSG00000102032	Homo sapiens	renin binding protein(RENBP)
6820	ENSG00000088002	Homo sapiens	sulfotransferase family 2B member 1(SULT2B1)
955	ENSG00000197586	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 6(ENTPD6)
956	ENSG00000168032	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 3(ENTPD3)
6822	ENSG00000105398	Homo sapiens	sulfotransferase family 2A member 1(SULT2A1)
957	ENSG00000187097	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 5 (inactive)(ENTPD5)
548596	ENSG00000223572	Homo sapiens	creatine kinase, mitochondrial 1A(CKMT1A)
160728	ENSG00000262217	Homo sapiens	solute carrier family 5 member 8(SLC5A8)
160728	ENSG00000256870	Homo sapiens	solute carrier family 5 member 8(SLC5A8)
7915	ENSG00000112294	Homo sapiens	aldehyde dehydrogenase 5 family member A1(ALDH5A1)
159963	ENSG00000148942	Homo sapiens	solute carrier family 5 member 12(SLC5A12)
1152	ENSG00000166165	Homo sapiens	creatine kinase B(CKB)
57678	ENSG00000119927	Homo sapiens	glycerol-3-phosphate acyltransferase, mitochondrial(GPAM)
2235	ENSG00000066926	Homo sapiens	ferrochelatase(FECH)
284129	ENSG00000181045	Homo sapiens	solute carrier family 26 member 11(SLC26A11)
5742	ENSG00000095303	Homo sapiens	prostaglandin-endoperoxide synthase 1(PTGS1)
5743	ENSG00000073756	Homo sapiens	prostaglandin-endoperoxide synthase 2(PTGS2)
7923	ENSG00000204228	Homo sapiens	hydroxysteroid 17-beta dehydrogenase 8(HSD17B8)
7923	ENSG00000228712	Homo sapiens	hydroxysteroid 17-beta dehydrogenase 8(HSD17B8)
7923	ENSG00000225312	Homo sapiens	hydroxysteroid 17-beta dehydrogenase 8(HSD17B8)
7923	ENSG00000228357	Homo sapiens	hydroxysteroid 17-beta dehydrogenase 8(HSD17B8)
7923	ENSG00000232357	Homo sapiens	hydroxysteroid 17-beta dehydrogenase 8(HSD17B8)
7923	ENSG00000112474	Homo sapiens	hydroxysteroid 17-beta dehydrogenase 8(HSD17B8)
93979	ENSG00000158525	Homo sapiens	carboxypeptidase A5(CPA5)
6833	ENSG00000006071	Homo sapiens	ATP binding cassette subfamily C member 8(ABCC8)
22934	ENSG00000153574	Homo sapiens	ribose 5-phosphate isomerase A(RPIA)
221823	ENSG00000229937	Homo sapiens	phosphoribosyl pyrophosphate synthetase 1 like 1(PRPS1L1)
137964	ENSG00000158669	Homo sapiens	glycerol-3-phosphate acyltransferase 4(GPAT4)
50808	ENSG00000147853	Homo sapiens	adenylate kinase 3(AK3)
6610	ENSG00000135587	Homo sapiens	sphingomyelin phosphodiesterase 2(SMPD2)
7941	ENSG00000146070	Homo sapiens	phospholipase A2 group VII(PLA2G7)
3101	ENSG00000160883	Homo sapiens	hexokinase 3(HK3)
2495	ENSG00000167996	Homo sapiens	ferritin heavy chain 1(FTH1)
1160	ENSG00000131730	Homo sapiens	creatine kinase, mitochondrial 2(CKMT2)
6609	ENSG00000166311	Homo sapiens	sphingomyelin phosphodiesterase 1(SMPD1)
28231	ENSG00000101187	Homo sapiens	solute carrier organic anion transporter family member 4A1(SLCO4A1)
28232	ENSG00000176463	Homo sapiens	solute carrier organic anion transporter family member 3A1(SLCO3A1)
83733	ENSG00000182902	Homo sapiens	solute carrier family 25 member 18(SLC25A18)
1159	ENSG00000237289	Homo sapiens	creatine kinase, mitochondrial 1B(CKMT1B)
1158	ENSG00000104879	Homo sapiens	creatine kinase, M-type(CKM)
28234	ENSG00000111700	Homo sapiens	solute carrier organic anion transporter family member 1B3(SLCO1B3)
55268	ENSG00000121310	Homo sapiens	enoyl-CoA hydratase domain containing 2(ECHDC2)
978	ENSG00000158825	Homo sapiens	cytidine deaminase(CDA)
4668	ENSG00000198951	Homo sapiens	alpha-N-acetylgalactosaminidase(NAGA)
284111	ENSG00000141485	Homo sapiens	solute carrier family 13 member 5(SLC13A5)
26290	ENSG00000130035	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 8(GALNT8)
50814	ENSG00000292192	Homo sapiens	NAD(P) dependent steroid dehydrogenase-like(NSDHL)
50814	ENSG00000147383	Homo sapiens	NAD(P) dependent steroid dehydrogenase-like(NSDHL)
4200	ENSG00000082212	Homo sapiens	malic enzyme 2(ME2)
2023	ENSG00000074800	Homo sapiens	enolase 1(ENO1)
27159	ENSG00000134216	Homo sapiens	chitinase acidic(CHIA)
81537	ENSG00000126821	Homo sapiens	sphingosine-1-phosphate phosphatase 1(SGPP1)
81537	ENSG00000285281	Homo sapiens	sphingosine-1-phosphate phosphatase 1(SGPP1)
81539	ENSG00000111371	Homo sapiens	solute carrier family 38 member 1(SLC38A1)
10723	ENSG00000113504	Homo sapiens	solute carrier family 12 member 7(SLC12A7)
10723	ENSG00000276482	Homo sapiens	solute carrier family 12 member 7(SLC12A7)
10965	ENSG00000119673	Homo sapiens	acyl-CoA thioesterase 2(ACOT2)
84812	ENSG00000115556	Homo sapiens	phospholipase C delta 4(PLCD4)
26063	ENSG00000274296	Homo sapiens	2,4-dienoyl-CoA reductase 2(DECR2)
26063	ENSG00000242612	Homo sapiens	2,4-dienoyl-CoA reductase 2(DECR2)
54187	ENSG00000095380	Homo sapiens	N-acetylneuraminate synthase(NANS)
55276	ENSG00000169299	Homo sapiens	phosphoglucomutase 2(PGM2)
10724	ENSG00000198408	Homo sapiens	O-GlcNAcase(OGA)
501	ENSG00000164904	Homo sapiens	aldehyde dehydrogenase 7 family member A1(ALDH7A1)
195814	ENSG00000170786	Homo sapiens	short chain dehydrogenase/reductase family 16C member 5(SDR16C5)
6611	ENSG00000102172	Homo sapiens	spermine synthase(SMS)
506	ENSG00000110955	Homo sapiens	ATP synthase F1 subunit beta(ATP5F1B)
509	ENSG00000165629	Homo sapiens	ATP synthase F1 subunit gamma(ATP5F1C)
26061	ENSG00000131373	Homo sapiens	2-hydroxyacyl-CoA lyase 1(HACL1)
4694	ENSG00000125356	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A1(NDUFA1)
4695	ENSG00000131495	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A2(NDUFA2)
4696	ENSG00000276766	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A3(NDUFA3)
4696	ENSG00000277722	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A3(NDUFA3)
4696	ENSG00000275724	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A3(NDUFA3)
4696	ENSG00000276061	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A3(NDUFA3)
4696	ENSG00000275605	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A3(NDUFA3)
4696	ENSG00000170906	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A3(NDUFA3)
4696	ENSG00000276220	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A3(NDUFA3)
4696	ENSG00000278365	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A3(NDUFA3)
4696	ENSG00000274359	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A3(NDUFA3)
4696	ENSG00000273642	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A3(NDUFA3)
23443	ENSG00000283761	Homo sapiens	solute carrier family 35 member A3(SLC35A3)
23443	ENSG00000117620	Homo sapiens	solute carrier family 35 member A3(SLC35A3)
2030	ENSG00000112759	Homo sapiens	solute carrier family 29 member 1 (Augustine blood group)(SLC29A1)
2271	ENSG00000091483	Homo sapiens	fumarate hydratase(FH)
23205	ENSG00000103740	Homo sapiens	acyl-CoA synthetase bubblegum family member 1(ACSBG1)
2027	ENSG00000108515	Homo sapiens	enolase 3(ENO3)
54511	ENSG00000146151	Homo sapiens	3-hydroxy-3-methylglutaryl-CoA lyase like 1(HMGCLL1)
2026	ENSG00000111674	Homo sapiens	enolase 2(ENO2)
1178	ENSG00000105205	Homo sapiens	Charcot-Leyden crystal galectin(CLC)
513	ENSG00000099624	Homo sapiens	ATP synthase F1 subunit delta(ATP5F1D)
514	ENSG00000124172	Homo sapiens	ATP synthase F1 subunit epsilon(ATP5F1E)
8802	ENSG00000163541	Homo sapiens	succinate-CoA ligase GDP/ADP-forming subunit alpha(SUCLG1)
51005	ENSG00000162066	Homo sapiens	amidohydrolase domain containing 2(AMDHD2)
79814	ENSG00000116771	Homo sapiens	agmatinase (putative)(AGMAT)
515	ENSG00000116459	Homo sapiens	ATP synthase peripheral stalk-membrane subunit b(ATP5PB)
8803	ENSG00000136143	Homo sapiens	succinate-CoA ligase ADP-forming subunit beta(SUCLA2)
51004	ENSG00000119723	Homo sapiens	coenzyme Q6, monooxygenase(COQ6)
516	ENSG00000159199	Homo sapiens	ATP synthase membrane subunit c locus 1(ATP5MC1)
517	ENSG00000135390	Homo sapiens	ATP synthase membrane subunit c locus 2(ATP5MC2)
8801	ENSG00000172340	Homo sapiens	succinate-CoA ligase GDP-forming subunit beta(SUCLG2)
759	ENSG00000133742	Homo sapiens	carbonic anhydrase 1(CA1)
518	ENSG00000154518	Homo sapiens	ATP synthase membrane subunit c locus 3(ATP5MC3)
128869	ENSG00000101464	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class U(PIGU)
10135	ENSG00000105835	Homo sapiens	nicotinamide phosphoribosyltransferase(NAMPT)
11227	ENSG00000136542	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 5(GALNT5)
11226	ENSG00000139629	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 6(GALNT6)
10380	ENSG00000162813	Homo sapiens	3'(2'), 5'-bisphosphate nucleotidase 1(BPNT1)
8821	ENSG00000109452	Homo sapiens	inositol polyphosphate-4-phosphatase type II B(INPP4B)
100526794	ENSG00000250741	Homo sapiens	NT5C1B-RDH14 readthrough(NT5C1B-RDH14)
760	ENSG00000104267	Homo sapiens	carbonic anhydrase 2(CA2)
761	ENSG00000164879	Homo sapiens	carbonic anhydrase 3(CA3)
51251	ENSG00000122643	Homo sapiens	5'-nucleotidase, cytosolic IIIA(NT5C3A)
762	ENSG00000167434	Homo sapiens	carbonic anhydrase 4(CA4)
521	ENSG00000169020	Homo sapiens	ATP synthase membrane subunit e(ATP5ME)
763	ENSG00000174990	Homo sapiens	carbonic anhydrase 5A(CA5A)
522	ENSG00000154723	Homo sapiens	ATP synthase peripheral stalk subunit F6(ATP5PF)
523	ENSG00000114573	Homo sapiens	ATPase H+ transporting V1 subunit A(ATP6V1A)
765	ENSG00000131686	Homo sapiens	carbonic anhydrase 6(CA6)
766	ENSG00000168748	Homo sapiens	carbonic anhydrase 7(CA7)
525	ENSG00000116039	Homo sapiens	ATPase H+ transporting V1 subunit B1(ATP6V1B1)
4697	ENSG00000189043	Homo sapiens	NDUFA4 mitochondrial complex associated(NDUFA4)
767	ENSG00000178538	Homo sapiens	carbonic anhydrase 8(CA8)
526	ENSG00000147416	Homo sapiens	ATPase H+ transporting V1 subunit B2(ATP6V1B2)
4698	ENSG00000128609	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A5(NDUFA5)
768	ENSG00000107159	Homo sapiens	carbonic anhydrase 9(CA9)
527	ENSG00000185883	Homo sapiens	ATPase H+ transporting V0 subunit c(ATP6V0C)
528	ENSG00000155097	Homo sapiens	ATPase H+ transporting V1 subunit C1(ATP6V1C1)
5305	ENSG00000150867	Homo sapiens	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha(PIP4K2A)
529	ENSG00000131100	Homo sapiens	ATPase H+ transporting V1 subunit E1(ATP6V1E1)
8818	ENSG00000136908	Homo sapiens	dolichyl-phosphate mannosyltransferase subunit 2, regulatory(DPM2)
11238	ENSG00000169239	Homo sapiens	carbonic anhydrase 5B(CA5B)
23428	ENSG00000092068	Homo sapiens	solute carrier family 7 member 8(SLC7A8)
349565	ENSG00000163864	Homo sapiens	nicotinamide nucleotide adenylyltransferase 3(NMNAT3)
6652	ENSG00000140263	Homo sapiens	sorbitol dehydrogenase(SORD)
5320	ENSG00000188257	Homo sapiens	phospholipase A2 group IIA(PLA2G2A)
5321	ENSG00000116711	Homo sapiens	phospholipase A2 group IVA(PLA2G4A)
5322	ENSG00000127472	Homo sapiens	phospholipase A2 group V(PLA2G5)
3145	ENSG00000256269	Homo sapiens	hydroxymethylbilane synthase(HMBS)
3141	ENSG00000159267	Homo sapiens	holocarboxylase synthetase(HLCS)
771	ENSG00000074410	Homo sapiens	carbonic anhydrase 12(CA12)
56953	ENSG00000205309	Homo sapiens	5',3'-nucleotidase, mitochondrial(NT5M)
56954	ENSG00000114021	Homo sapiens	nitrilase family member 2(NIT2)
533	ENSG00000117410	Homo sapiens	ATPase H+ transporting V0 subunit b(ATP6V0B)
51022	ENSG00000023572	Homo sapiens	glutaredoxin 2(GLRX2)
534	ENSG00000230900	Homo sapiens	ATPase H+ transporting V1 subunit G2(ATP6V1G2)
534	ENSG00000213760	Homo sapiens	ATPase H+ transporting V1 subunit G2(ATP6V1G2)
534	ENSG00000226850	Homo sapiens	ATPase H+ transporting V1 subunit G2(ATP6V1G2)
534	ENSG00000227587	Homo sapiens	ATPase H+ transporting V1 subunit G2(ATP6V1G2)
534	ENSG00000206445	Homo sapiens	ATPase H+ transporting V1 subunit G2(ATP6V1G2)
534	ENSG00000234668	Homo sapiens	ATPase H+ transporting V1 subunit G2(ATP6V1G2)
534	ENSG00000234920	Homo sapiens	ATPase H+ transporting V1 subunit G2(ATP6V1G2)
389015	ENSG00000180251	Homo sapiens	solute carrier family 9 member A4(SLC9A4)
535	ENSG00000033627	Homo sapiens	ATPase H+ transporting V0 subunit a1(ATP6V0A1)
55627	ENSG00000292130	Homo sapiens	sphingomyelin phosphodiesterase 4(SMPD4)
55627	ENSG00000136699	Homo sapiens	sphingomyelin phosphodiesterase 4(SMPD4)
5313	ENSG00000262785	Homo sapiens	pyruvate kinase L/R(PKLR)
5313	ENSG00000143627	Homo sapiens	pyruvate kinase L/R(PKLR)
91703	ENSG00000132744	Homo sapiens	aminoacylase 3(ACY3)
51268	ENSG00000179761	Homo sapiens	pipecolic acid and sarcosine oxidase(PIPOX)
10351	ENSG00000141338	Homo sapiens	ATP binding cassette subfamily A member 8(ABCA8)
6647	ENSG00000142168	Homo sapiens	superoxide dismutase 1(SOD1)
55867	ENSG00000168065	Homo sapiens	solute carrier family 22 member 11(SLC22A11)
5315	ENSG00000067225	Homo sapiens	pyruvate kinase M1/2(PKM)
6646	ENSG00000057252	Homo sapiens	sterol O-acyltransferase 1(SOAT1)
539	ENSG00000241837	Homo sapiens	ATP synthase peripheral stalk subunit OSCP(ATP5PO)
6888	ENSG00000177156	Homo sapiens	transaldolase 1(TALDO1)
89874	ENSG00000183032	Homo sapiens	solute carrier family 25 member 21(SLC25A21)
79837	ENSG00000166908	Homo sapiens	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma(PIP4K2C)
6649	ENSG00000109610	Homo sapiens	superoxide dismutase 3(SOD3)
6648	ENSG00000291237	Homo sapiens	superoxide dismutase 2(SOD2)
89872	ENSG00000143595	Homo sapiens	aquaporin 10(AQP10)
5319	ENSG00000170890	Homo sapiens	phospholipase A2 group IB(PLA2G1B)
10599	ENSG00000134538	Homo sapiens	solute carrier organic anion transporter family member 1B1(SLCO1B1)
54539	ENSG00000147123	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B11(NDUFB11)
23439	ENSG00000101892	Homo sapiens	ATPase Na+/K+ transporting family member beta 4(ATP1B4)
5330	ENSG00000137841	Homo sapiens	phospholipase C beta 2(PLCB2)
7991	ENSG00000104723	Homo sapiens	tumor suppressor candidate 3(TUSC3)
5331	ENSG00000149782	Homo sapiens	phospholipase C beta 3(PLCB3)
5332	ENSG00000101333	Homo sapiens	phospholipase C beta 4(PLCB4)
5333	ENSG00000187091	Homo sapiens	phospholipase C delta 1(PLCD1)
4245	ENSG00000131446	Homo sapiens	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase(MGAT1)
5334	ENSG00000115896	Homo sapiens	phospholipase C like 1 (inactive)(PLCL1)
3156	ENSG00000113161	Homo sapiens	3-hydroxy-3-methylglutaryl-CoA reductase(HMGCR)
3155	ENSG00000117305	Homo sapiens	3-hydroxy-3-methylglutaryl-CoA lyase(HMGCL)
89869	ENSG00000139151	Homo sapiens	phospholipase C zeta 1(PLCZ1)
788	ENSG00000178537	Homo sapiens	solute carrier family 25 member 20(SLC25A20)
6898	ENSG00000198650	Homo sapiens	tyrosine aminotransferase(TAT)
57818	ENSG00000152254	Homo sapiens	glucose-6-phosphatase catalytic subunit 2(G6PC2)
57818	ENSG00000278373	Homo sapiens	glucose-6-phosphatase catalytic subunit 2(G6PC2)
8836	ENSG00000137563	Homo sapiens	gamma-glutamyl hydrolase(GGH)
549	ENSG00000148090	Homo sapiens	AU RNA binding methylglutaconyl-CoA hydratase(AUH)
8833	ENSG00000163655	Homo sapiens	guanine monophosphate synthase(GMPS)
8611	ENSG00000067113	Homo sapiens	phospholipid phosphatase 1(PLPP1)
9942	ENSG00000093217	Homo sapiens	xylulokinase(XYLB)
8612	ENSG00000141934	Homo sapiens	phospholipid phosphatase 2(PLPP2)
8854	ENSG00000128918	Homo sapiens	aldehyde dehydrogenase 1 family member A2(ALDH1A2)
6675	ENSG00000117143	Homo sapiens	UDP-N-acetylglucosamine pyrophosphorylase 1(UAP1)
3163	ENSG00000103415	Homo sapiens	heme oxygenase 2(HMOX2)
3163	ENSG00000277424	Homo sapiens	heme oxygenase 2(HMOX2)
3162	ENSG00000100292	Homo sapiens	heme oxygenase 1(HMOX1)
790	ENSG00000084774	Homo sapiens	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase(CAD)
79611	ENSG00000111058	Homo sapiens	acyl-CoA synthetase short chain family member 3(ACSS3)
314	ENSG00000131480	Homo sapiens	amine oxidase copper containing 2(AOC2)
3158	ENSG00000134240	Homo sapiens	3-hydroxy-3-methylglutaryl-CoA synthase 2(HMGCS2)
3157	ENSG00000112972	Homo sapiens	3-hydroxy-3-methylglutaryl-CoA synthase 1(HMGCS1)
316	ENSG00000138356	Homo sapiens	aldehyde oxidase 1(AOX1)
8604	ENSG00000292099	Homo sapiens	solute carrier family 25 member 12(SLC25A12)
8604	ENSG00000115840	Homo sapiens	solute carrier family 25 member 12(SLC25A12)
5335	ENSG00000124181	Homo sapiens	phospholipase C gamma 1(PLCG1)
4247	ENSG00000168282	Homo sapiens	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase(MGAT2)
5336	ENSG00000197943	Homo sapiens	phospholipase C gamma 2(PLCG2)
4248	ENSG00000128268	Homo sapiens	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase(MGAT3)
5337	ENSG00000075651	Homo sapiens	phospholipase D1(PLD1)
10331	ENSG00000179913	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3(B3GNT3)
4249	ENSG00000152127	Homo sapiens	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase(MGAT5)
5338	ENSG00000129219	Homo sapiens	phospholipase D2(PLD2)
8608	ENSG00000139547	Homo sapiens	retinol dehydrogenase 16(RDH16)
23417	ENSG00000103150	Homo sapiens	malonyl-CoA decarboxylase(MLYCD)
8622	ENSG00000113231	Homo sapiens	phosphodiesterase 8B(PDE8B)
8622	ENSG00000284762	Homo sapiens	phosphodiesterase 8B(PDE8B)
4023	ENSG00000175445	Homo sapiens	lipoprotein lipase(LPL)
4025	ENSG00000167419	Homo sapiens	lactoperoxidase(LPO)
3177	ENSG00000174669	Homo sapiens	solute carrier family 29 member 2(SLC29A2)
222962	ENSG00000164638	Homo sapiens	solute carrier family 29 member 4(SLC29A4)
3176	ENSG00000150540	Homo sapiens	histamine N-methyltransferase(HNMT)
25830	ENSG00000130540	Homo sapiens	sulfotransferase family 4A member 1(SULT4A1)
51292	ENSG00000100938	Homo sapiens	guanosine monophosphate reductase 2(GMPR2)
51292	ENSG00000284752	Homo sapiens	guanosine monophosphate reductase 2(GMPR2)
23657	ENSG00000151012	Homo sapiens	solute carrier family 7 member 11(SLC7A11)
115111	ENSG00000147606	Homo sapiens	solute carrier family 26 member 7(SLC26A7)
51056	ENSG00000002549	Homo sapiens	leucine aminopeptidase 3(LAP3)
4258	ENSG00000085871	Homo sapiens	microsomal glutathione S-transferase 2(MGST2)
5105	ENSG00000124253	Homo sapiens	phosphoenolpyruvate carboxykinase 1(PCK1)
4259	ENSG00000143198	Homo sapiens	microsomal glutathione S-transferase 3(MGST3)
8613	ENSG00000162407	Homo sapiens	phospholipid phosphatase 3(PLPP3)
5106	ENSG00000100889	Homo sapiens	phosphoenolpyruvate carboxykinase 2, mitochondrial(PCK2)
5106	ENSG00000285241	Homo sapiens	phosphoenolpyruvate carboxykinase 2, mitochondrial(PCK2)
9945	ENSG00000131459	Homo sapiens	glutamine-fructose-6-phosphate transaminase 2(GFPT2)
10587	ENSG00000184470	Homo sapiens	thioredoxin reductase 2(TXNRD2)
57835	ENSG00000188687	Homo sapiens	solute carrier family 4 member 5(SLC4A5)
10588	ENSG00000136371	Homo sapiens	methenyltetrahydrofolate synthetase(MTHFS)
8871	ENSG00000078269	Homo sapiens	synaptojanin 2(SYNJ2)
65220	ENSG00000008130	Homo sapiens	NAD kinase(NADK)
8875	ENSG00000112303	Homo sapiens	vanin 2(VNN2)
8876	ENSG00000112299	Homo sapiens	vanin 1(VNN1)
9962	ENSG00000089057	Homo sapiens	solute carrier family 23 member 2(SLC23A2)
90423	ENSG00000250565	Homo sapiens	ATPase H+ transporting V1 subunit E2(ATP6V1E2)
6697	ENSG00000116096	Homo sapiens	sepiapterin reductase(SPR)
9963	ENSG00000170482	Homo sapiens	solute carrier family 23 member 1(SLC23A1)
4036	ENSG00000081479	Homo sapiens	LDL receptor related protein 2(LRP2)
2098	ENSG00000139684	Homo sapiens	esterase D(ESD)
570	ENSG00000276559	Homo sapiens	bile acid-CoA:amino acid N-acyltransferase(BAAT)
570	ENSG00000136881	Homo sapiens	bile acid-CoA:amino acid N-acyltransferase(BAAT)
10558	ENSG00000090054	Homo sapiens	serine palmitoyltransferase long chain base subunit 1(SPTLC1)
192134	ENSG00000198488	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6(B3GNT6)
10317	ENSG00000183778	Homo sapiens	beta-1,3-galactosyltransferase 5(B3GALT5)
10559	ENSG00000164414	Homo sapiens	solute carrier family 35 member A1(SLC35A1)
115584	ENSG00000158865	Homo sapiens	solute carrier family 5 member 11(SLC5A11)
115584	ENSG00000288216	Homo sapiens	solute carrier family 5 member 11(SLC5A11)
54578	ENSG00000167165	Homo sapiens	UDP glucuronosyltransferase family 1 member A6(UGT1A6)
54577	ENSG00000244122	Homo sapiens	UDP glucuronosyltransferase family 1 member A7(UGT1A7)
54576	ENSG00000242366	Homo sapiens	UDP glucuronosyltransferase family 1 member A8(UGT1A8)
54575	ENSG00000242515	Homo sapiens	UDP glucuronosyltransferase family 1 member A10(UGT1A10)
56994	ENSG00000111666	Homo sapiens	choline phosphotransferase 1(CHPT1)
8869	ENSG00000115525	Homo sapiens	ST3 beta-galactoside alpha-2,3-sialyltransferase 5(ST3GAL5)
8867	ENSG00000159082	Homo sapiens	synaptojanin 1(SYNJ1)
54579	ENSG00000288705	Homo sapiens	UDP glucuronosyltransferase family 1 member A5(UGT1A5)
7779	ENSG00000170385	Homo sapiens	solute carrier family 30 member 1(SLC30A1)
10312	ENSG00000110719	Homo sapiens	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3(TCIRG1)
10554	ENSG00000226467	Homo sapiens	1-acylglycerol-3-phosphate O-acyltransferase 1(AGPAT1)
10554	ENSG00000227642	Homo sapiens	1-acylglycerol-3-phosphate O-acyltransferase 1(AGPAT1)
10554	ENSG00000236873	Homo sapiens	1-acylglycerol-3-phosphate O-acyltransferase 1(AGPAT1)
10554	ENSG00000206324	Homo sapiens	1-acylglycerol-3-phosphate O-acyltransferase 1(AGPAT1)
10554	ENSG00000235758	Homo sapiens	1-acylglycerol-3-phosphate O-acyltransferase 1(AGPAT1)
10554	ENSG00000204310	Homo sapiens	1-acylglycerol-3-phosphate O-acyltransferase 1(AGPAT1)
10554	ENSG00000228892	Homo sapiens	1-acylglycerol-3-phosphate O-acyltransferase 1(AGPAT1)
10555	ENSG00000169692	Homo sapiens	1-acylglycerol-3-phosphate O-acyltransferase 2(AGPAT2)
10797	ENSG00000065911	Homo sapiens	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase(MTHFD2)
5130	ENSG00000161217	Homo sapiens	phosphate cytidylyltransferase 1A, choline(PCYT1A)
5372	ENSG00000100417	Homo sapiens	phosphomannomutase 1(PMM1)
4284	ENSG00000135517	Homo sapiens	major intrinsic protein of lens fiber(MIP)
5373	ENSG00000140650	Homo sapiens	phosphomannomutase 2(PMM2)
8402	ENSG00000108528	Homo sapiens	solute carrier family 25 member 11(SLC25A11)
8884	ENSG00000138074	Homo sapiens	solute carrier family 5 member 6(SLC5A6)
5136	ENSG00000115252	Homo sapiens	phosphodiesterase 1A(PDE1A)
4047	ENSG00000160285	Homo sapiens	lanosterol synthase(LSS)
4047	ENSG00000281289	Homo sapiens	lanosterol synthase(LSS)
23632	ENSG00000118298	Homo sapiens	carbonic anhydrase 14(CA14)
51071	ENSG00000023697	Homo sapiens	deoxyribose-phosphate aldolase(DERA)
10327	ENSG00000117448	Homo sapiens	aldo-keto reductase family 1 member A1(AKR1A1)
100	ENSG00000196839	Homo sapiens	adenosine deaminase(ADA)
10568	ENSG00000157765	Homo sapiens	solute carrier family 34 member 2(SLC34A2)
343	ENSG00000103375	Homo sapiens	aquaporin 8(AQP8)
586	ENSG00000060982	Homo sapiens	branched chain amino acid transaminase 1(BCAT1)
587	ENSG00000105552	Homo sapiens	branched chain amino acid transaminase 2(BCAT2)
79623	ENSG00000158089	Homo sapiens	polypeptide N-acetylgalactosaminyltransferase 14(GALNT14)
51079	ENSG00000186010	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A13(NDUFA13)
107	ENSG00000164742	Homo sapiens	adenylate cyclase 1(ADCY1)
8879	ENSG00000166224	Homo sapiens	sphingosine-1-phosphate lyase 1(SGPL1)
108	ENSG00000078295	Homo sapiens	adenylate cyclase 2(ADCY2)
10560	ENSG00000117479	Homo sapiens	solute carrier family 19 member 2(SLC19A2)
109	ENSG00000138031	Homo sapiens	adenylate cyclase 3(ADCY3)
8877	ENSG00000176170	Homo sapiens	sphingosine kinase 1(SPHK1)
91734	ENSG00000148377	Homo sapiens	isopentenyl-diphosphate delta isomerase 2(IDI2)
8639	ENSG00000131471	Homo sapiens	amine oxidase copper containing 3(AOC3)
5140	ENSG00000152270	Homo sapiens	phosphodiesterase 3B(PDE3B)
4051	ENSG00000186529	Homo sapiens	cytochrome P450 family 4 subfamily F member 3(CYP4F3)
5141	ENSG00000065989	Homo sapiens	phosphodiesterase 4A(PDE4A)
5142	ENSG00000184588	Homo sapiens	phosphodiesterase 4B(PDE4B)
